professor,course,review,rating,expected_grade,created
Maksym Morawski,CMSC250,The communication in this class is extremely sporadic and homeworks were not nearly graded in time to review for exams; he frequently made mistakes during lectures and overall seemed unprepared for class.,1,A-,2023-11-08T19:06:39.968780Z
Maksym Morawski,CMSC320,"Max is nice but can be a bit arrogant and often makes mistakes in class. His slides are minimal, and he's proud of it, refusing to change them. Although he suggested Dr. Fardina's slides as those are really detailed. I wouldn't recommend taking his course.",1,A,2023-11-28T21:47:51.808090Z
Maksym Morawski,CMSC106,"Maks is really nice and it's obvious that he is on our side, and knows how difficult the course is. His lectures are good and he posts the material afterwards which is helpful, however since the class is naturally difficult and hard to keep up with you should make sure you practice a lot on your own time to ensure you do good. The projects get progressively harder, so make sure you dont underestimate how long they take.",4,B,2023-12-02T20:07:29.477256Z
Maksym Morawski,,"Only lecture I never missed. Expect to get smoked on the exams, as they are unique in that they are very open ended. Often times there will be several different valid answers to a question, so do your best to deeply understand the topics. 
Slides are often bare. Provides recordings if you ask him. Most approachable professor I have had.",4,B+,2023-12-05T20:30:24.130921Z
Maksym Morawski,CMSC250,"Although this was Max's first semester teaching CMSC250, I can't recommend him in good conscience. Lectures are highly disorganized. He frequently shows up with mistakes in his prepared materials and makes several errors in most proofs that he attempts in class. The first midterm was ridiculously long and ended up with a 70-average and he only provided a curve after many students wrote several paragraph long requests via Piazza. Grading is a nightmare. We have a weekly problem set (which I believe are written by the TAs) which are often filled with unclear questions and/or typos. These problem sets take the instructors weeks, and sometimes months, to grade. On both midterms, we were tested on concepts that we had never actually been graded on yet since we were still waiting to get our submissions back. I fear this may be the case on our upcoming final exam too. He's also bad at replying to emails in a timely manner. Also, I don't think he gives good instructions to TAs since their responses on Piazza are very short, abrupt, and sometimes teeter on rude.",1,A,2023-12-09T19:07:49.306920Z
Maksym Morawski,CMSC320,"Easily my favorite professor I've had at umd, and made me want to go into data science. The class is a bit disorganized, but exams and homework are pretty fair. Max has the only lecture that I actually looked forward to attending, he has so much knowledge to share about the actual industry (he's worked at google, ebay, etc), he's super chill and understanding of students, and a super entertaining dude. Can't speak for any of his other classes but 100% recommend taking 320 with him, class has been pretty easy. Definitely goat potential",5,A-,2023-12-11T23:12:04.925087Z
Maksym Morawski,CMSC320,"Lowkey I love Max. I understand the criticisms, but if you go to class, pay attention, and just try your best on exams its really really easy to get an A. Just take a look at his grade distribution. He really prioritizes students learning, which sometimes comes across as not caring about grades. Just have faith and wait for the curve.",5,A,2023-12-12T18:48:01.620298Z
Maksym Morawski,CMSC320,"Max is a nice guy with decent career advice and industry knowledge and that's about it when it comes to his teaching. While his projects were insanely easy, they in no way prepared you for his exams. He expects people to have a deep understanding of the content but doesn't realize that to get to that point of deep understanding you need quality practice material and assignments that build up your knowledge. The lectures are incredibly surface level and showing up to class is a big waste of time, I found it hard to separate the word vomit/tangents from the important content. I didn't feel like I learned much in this class besides how to Google. Overall, I would recommend taking a different professor.",1,A-,2023-12-14T06:27:25.194132Z
Maksym Morawski,CMSC250,"Honestly, Max is not too bad as a professor. I have to admit that he wasn't my first choice for 250 because Kline was rated better, but I had to take him because of course conflicts. 
Take him. It's a easy course. Most of it is common sense. Sure, you'll be introduced to new stuff, but with Max it was pretty easy as a course. I saw my friends struggle with Telli and Kline, but I studied for about 7 hrs before each of Max's exams(including the final) and I did pretty well on all of them. Homeworks are graded extensively and we have discussion worksheets that are graded which I didn't love but overall he's fine.

Rocky start, but he's been learning to teach better and get more organized (in the first few classes he didn't even get the name of the course right) but now he makes powerpoints and goes over everything; it's good enough honestly. Make sure to read Justin's notes which are online because his whole structure was based on it. Good luck!",4,A,2023-12-14T23:20:32.056176Z
Maksym Morawski,CMSC250,"Max is understanding and approachable, but I don't know if I would suggest taking one of his classes (or at least this class) based on his teaching style. Throughout the semester lectures were disorganized (got a little bit better towards the end, but still weren't great), and he would sometimes leave gaps in the steps of a problem/not do some problems since they were ""too annoying"" (but we would have to know how to do them). This semester, the class weights were 40% homework, 10% lab worksheets, 30% midterms (2 midterms), and 20% final. The homework problems were difficult, but you were able to get most done on your own (you have at least a week to do each of them) and if you had any questions about any of the problems you could go to office hours and the TAs would help you understand them better. The worksheets were every Wednesday and they were done in discussion (some TAs would go over how to do the problems, but mine didn't) and they were graded on completion. The midterms were fine for the most part, but on both midterms, there was a problem where very few people got them completely right (e.g only 5-10% of people got full credit for them) so your exam grade basically dropped a letter grade just from that one problem (on the first midterm that problem ended up getting dropped, but it was a special circumstance). Max also taught using Justin's notes (so you could have chosen to not attend lectures). 

I feel like the class would have been a lot better if Max learned the material ahead of time and planned the course in a way that would work for him (instead of using Justin's notes, there are pros and cons to not using Justin's notes though). I felt like he was learning the material/what he was teaching the day of or the night before the lecture because he often made mistakes when explaining/doing the problems in the lecture. I also felt like the class was being run by the TAs and Max (and this isn't necessarily a bad thing), but it felt like the TAs would tell him often what to do and what not to do.

I was going to give Max a higher rating, but the following reasons are why I didn't. The final was more challenging than the midterms and I would almost go as far as saying that some of the problems on the final were as hard as the homework problems. I also felt like there was a problem on the final that was just straight-up, not possible (maybe it's a skill issue, but it didn't seem possible to do based on what the question was asking). This leads me to another issue that I have with the class. Almost all homework assignments/review sheets that we had in the class had typos which is frustrating (since some problems are either impossible/completely different even with a slight change in wording). I will say that most typos were noticed and fixed quickly, but I don't think it should happen that often (this is a red flag for me because if typos happen that often are they reading/doing the problems beforehand?).

Max is a 10/10 person, but a 3/10 teacher in my opinion.",2,A-,2023-12-16T01:24:29.071328Z
Maksym Morawski,CMSC320,"Class is just a mess. Grading takes forever (Homework due late October still is not back yet) and Prof. Morawski doesn't seem to really care about that. Our final project was released extremely late and last homework was also released really late. Barely any communication about this. The last homework was released so late that we were basically expected to work on it over Thanksgiving break, when it was originally supposed to be due 2 weeks before break. None of the homework is that hard (IMO at least) but it's just annoying that you continuously have to check up to see if the professor has even released the homeworks when he's already behind schedule. 

Prof. Morawski also is just bad at teaching, plain and simple. Lectures seemed more like a stand up routine to him. As other reviewers said, the slides have minimal info, and equations are often wrong. There's no clear definitions for anything, you'll have to look elsewhere. Everything is taught in an example/high level way but you are expected to understand and replicate at a low detailed level. For example, with hypothesis tests, you will not find detailed definitions in the slides that include everything he wants you to know. You have to google these things or use the other prof's slides. This is kind of insane to me as Prof. Morawski has taught this class MULTIPLE times before. And, you can tell that he thinks his teaching style is superior to other professors, which is frankly hilarious as he also goes on about how he thinks he didn't explain things well or how the exams he wrote/gave us are bad exams.

Homeworks and projects always needed numerous corrections-- again, kind of ridiculous for a professor who has taught this class before. Good luck starting the homework early, because he will probably change multiple things in the first few days of homework release. 

Exams had questions where you were supposed to use your ""real world brain"" and think outside the box. What does this actually mean? Trick questions and ones that are long/confusingly worded for no reason. We had some tricky questions on things that he *explicitly* did not teach us previously due to cancelling class multiple times or having the other prof teach us for a class. I understand that he had to cancel class for personal issues, but I didn't think it was fair to have tough questions on concepts that he himself did not teach us.

Anyway, all of the below reviews are very accurate as to how you will feel about Prof. Morawksi. You will either be mildly irritated at his lack of organization and general lecture style, or you will become part of his fan club. No in between. You will not feel neutral about him.",1,A-,2023-12-16T20:15:56.602513Z
Maksym Morawski,CMSC250,"While Max himself is a great person, very funny professor, and super engaging, I'm not sure many people in the class enjoyed his teaching style and I'd recommend not taking him for CMSC250. Most of his lectures were incredibly unorganized, and his notes were never uploaded on time. He posted Justin's notes which helped a lot more than his own notes, so I guess that helped. There was very unclear communication between students and TAs about grades on homework and discussions, and most grades were entered after the exams that covered them. Fortunately I figured out most of the content on my own, but Max's lectures didn't really help much at all. I would try to take another professor if you could.",2,A,2023-12-18T02:32:54.689059Z
Maksym Morawski,CMSC320,"Guys a G. Hilarious. He ACTUALLY WANTS US TO LEARN THE MATERIAL. He doesn't want the education to continue the way it is, where students can just cram for an exam and then forget about it. This leads to harder exams. Get over it. If you wanna take the easy way out take another major. If you go to class and PAY ATTENTION he shares useful information and knowledgeable insight to his experiences in the industry. My only complaint is his slides are pretty bad, but luckily he's coteaching with Fardina who has pretty excellent slides so as I study for the final I will be going off her slides. They are just more detailed. He should improve his slides because with just his slides it hard to know whats going on. If you care about learning and are interested in Data Science take Max. Its really entertaining due to Max being the way he is and pretty interesting content compared to some of the boring an useless CS classes I've taken here.",4,B+,2023-12-18T05:44:20.347182Z
Maksym Morawski,CMSC320,"Max's lectures are fairly unorganized, and he oftentimes goes off-topic. He is more engaging than the average CMSC professor.",2,A-,2023-12-19T05:01:43.935665Z
Maksym Morawski,CMSC320,"I thought this was the first time he was teaching this course (F23) so I was willing to excuse disorganization. Seeing as he's already done this before, this semester was inexcusable. If there is another professor available, take 320 with them. The class final project was somewhat of an afterthought and was just a 15% of your grade homework tacked on the end of the semester. It was Doctor Fardina's first time teaching the course, yet she put together a much better experience over the semester (specifically the last two exams: much higher average score on midterm 2 and allowed a formula sheet on the final/was very clear about what topics to review).",1,B,2023-12-19T18:40:50.195141Z
Maksym Morawski,CMSC250,"TLDR: low-medium workload. Avoid him if you just want to get through 250 as painlessly as possible, take him if you don't mind dealing with a bit of BS for a fun and memorable professor. 
One common thread you'll see throughout Max's reviews is that the class is pretty disorganized, that held pretty true this semester too. He frequently made simple mistakes during lectures, had practice problems that were wrong or incomplete, and on occasion something on a homework or exam pops out way harder than it was supposed to. Grading speed was also a big issue, although the homeworks were much harder than the rest of the class/exams. I can see if you just want a straightforward professor who posts all their notes nice and neat, is consistent with teaching, and is generally predictable why you would not like Max. If, however, you commit to going to class and can deal with a little BS, you'll find him a very memorable professor who had the class bursting in applause for anything from getting basic arithmetic right to designating an entire exam problem extra credit. I genuinely enjoyed my time in the lecture, even through all the hiccups. If that's something you can see yourself doing, give him a try.",5,,2023-12-19T20:36:31.588882Z
Maksym Morawski,CMSC320,"he's VERY funny, but his slides are minimal and the tests were HARD.",3,B,2023-12-20T01:05:38.170362Z
Maksym Morawski,CMSC250,"Nice guy, but can't teach and bad final. There was legit a problem on the final that was not doable.",1,A-,2023-12-21T05:27:39.013344Z
Maksym Morawski,CMSC250,"I guess it was his first time teaching but he's horrible during lectures, made so many mistakes, and is very unprepared. Towards the end of the semester good luck reaching out to him as well, he disappears on you and responds to like one piazza post every blue moon. Understandable because it gets busy but we students have questions and concerns. TA times were also posted but they come as they please. I guess if you're willing to self-teach yourself the grade distribution is pretty good.",1,,2023-12-22T08:00:37.979205Z
Maksym Morawski,CMSC320,"Runs an incredibly practical and applied data science class, which is super useful and unlike most other courses at umd (especially if you want to be an actual data scientist, you'll learn tons of things to put on your resume). This is my second course with Max, and the disorganization has definitely improved, but is still pretty bad. Regardless, it's clear that he LOVES this class, and he's incredibly knowledgeable on the subject (has industry experience at Google and some startups). Would definitely recommend if you can put up with the long wait time for grades to come in, and the generally disorganized course structure.",4,A,2023-12-22T16:35:20.998825Z
Maksym Morawski,CMSC250,"Max is pretty mediocre, but an entertaining guy and his class isn't difficult. His lectures are somewhat poorly structured and he frequently makes mistakes while lecturing. Occasionally he'll admit he's not well-versed in what he's teaching at the moment. He often changes course policies at the whims of the TAs, which can be frustrating as students never know exactly what to expect. Overall the class isn't run very well. 

Moving on to his positives, he gives out weekly homework which is great practice material but not too difficult. There are lots of helpful third-party resources given to students so it's hard to get lost or fall behind. The midterm exams were both fair and easy, and the first one was curved up significantly. The final was long and difficult but had a heavy curve, I personally got above a 100 after the curve. 

Max is fine. Take him if there aren't better options available. 250 isn't a hard class, but with Max you'll have to put in most of the effort yourself to succeed. I think he has room to improve into a good prof if he puts more effort into class organization and consistency.",2,A,2023-12-22T22:36:51.727084Z
Maksym Morawski,CMSC320,Nice guy but going to his class is useless because you can just get all the information needed from Fardinas slides and online. He writes nothing on his slides and doesn't post his recorded lectures unless you ask. The coding assignments weren't bad but to get full points you have to do more than what the directions are asking. He grades kinda easy and there are multiple opportunities to get extra credit. HIs exams are not formula or math-heavy.,3,B+,2023-12-23T15:46:27.838843Z
Maksym Morawski,CMSC320,"Overall, I think Max made data science my favorite course that I've taken here at UMD. There are still truths to some complaints here, but the positives are still far greater than the negatives and the way it's taught is so unique so I think people should still take this class with Max (or at least go to his 320 lectures when they happen, since they're quite interesting, humorous, and thought provoking).
First, the cons: Yes, the class was quite disorganized, we had an assignment due in October that wasn't graded until the last day of finals. Some problems were unclear or needed us to search up information on our own (but this research was very simple and not really an issue). He is unprepared sometimes; he mentioned some lectures went way faster than expected, or will forget to put something very important on slides, and also stopped posting recordings for lectures which made it a bit hard to study for exams. Additionally, he isn't the best at math, so he'll sometimes make mistakes on some slides or formulas, but in practice we hardly used formulas so this hardly disrupted the flow of the class. In terms of grades, the other section for Fall 2023 (with Fardina) was basically a guaranteed A (the average on Max's exams was about 77%, Fardina's average on exams was about 92%) so honestly, if grade is the [only] thing you care about, maybe you should take it with Fardina based on the stats.
But Max's section and thoughts have many positives: The overall grade for the regular assignments and final project (which were worth 55% of the class) was at 95% so no one really risked failing the class, and most of these took just around 2-4 hours to complete since there are lots of guides to do what was asked. Where Max really shines is in his lectures: they were the most consistently engaging ones that I've been through at the university, always getting people to ask questions, cracking jokes and being relatable on what being in CS is like. The way he teaches the course isn't just learning data science in how to design & execute an experiment, because he also notes where it's relevant and useful (he mentions how Goodhart's law is seen in practice through grade inflation, I wonder where this could be present...), what the industry currently uses in practice (how does Netflix or Amazon actually recommend things), and bringing his own industry experience to elaborate on what we would do working in data science. Additionally, he also goes on some important side tangents about other important topics, like critically thinking about what grades are, career advice and thinking about interviews, how to ingest ethics in practice, and other considerations in life that many other professors don't touch (he informally holds a group of people that learn more on these general life skills). In the end, the class is such a unique, refreshing, and positive experience that I'd advise everyone that can take 320 to take Max's section when he teaches it.",5,A,2023-12-23T17:24:34.998525Z
Maksym Morawski,CMSC320,"I would not recommend him for this class at all. I had quite a bit of experience going into this class and as other reviews mention, it TRULY is disastrously organised. His slides were too minimal, and he would/could not explain concepts clearly (which he acknowledged) and then we'd be tested on minute details about those very concepts! His ""review guides"" would tell us we'd be tested on some topic, and that topic would never show up on the exam! He actually prides himself on his ""quirks"" but it's super annoying because it's too specific and not relevant. His office hours are also always filled with the same people chatting away so it's hard to ask him questions. I had him for 351 and I thought this course would be better but it's about the same. I don't think I learnt anything from him in either course.

He'll tell you cool stories about his time in the industry and that will usually be enough to distract you from the real problem that he doesn't know the content well enough to teach it. NEVER TAKE ANY CLASS WITH HIM!",1,B+,2023-12-24T02:12:21.423126Z
Maksym Morawski,CMSC320,"Possibly on the same level as Kruskal, and that tells you something.",1,C,2023-12-24T04:17:53.483805Z
Maksym Morawski,CMSC320,"I had Max for 320 this semester (Fall 2023) and 351 last semester (Spring 2023), and all I can say is that he is a great lecturer that genuinely cares about his students and wants them to succeed when they go to the industry. Many students complain that his slides are not comprehensive and that we need to google most concepts to better prepare for exams. However, I would argue that this reflects exactly what data scientists (and most CS related jobs) are doing in the industry. You are just required to have a basic understanding of class concepts, so googling stuff and learning the basics isn't really that bad. Max's style of teaching prepares the students to better navigate real-world challenges and to not be always ""spoon-fed"" with information.

Regarding the coursework, Max's exams are essentially about two things: Demonstrating basic understanding and extending the class ideas to real-world situations. I didn't study a lot for exam 1 and the final, and I got an A in both of them. If you hope that you will get an A by memorizing concepts and not actually understanding how the algorithms work and the math behind them (in a general/basic level), do not take the class with Max.  However, I must mention that Max sometimes messes up exams, where the average would be 70% or less. Though, you can always get partial credit and extra credit in all of his exams and assignments. Also, you can always email Max about anything, including bumping up your grade to the next cutoff if you think you deserve it! In general, Max's classes are easy, and you will do just fine if you attend lectures and demonstrate basic understanding in exams.",5,A,2023-12-24T23:48:40.957700Z
Maksym Morawski,CMSC320,"I felt extremely disappointed at the end of this course! It seems like Max always has fans who think he is cool, and obviously, his lectures were nice. But the exams were EXTREMELY difficult! The average of Mid 02 was extremely low, and he was absent for some classes ( he is was sick though). He promised to curve that exam and ended up curving NOTHING! Before that, he openly admitted to us that it was unfair, and it felt like everyone was depending on it. Extremely disappointed, as the overall average for Fardina's section was so much higher than ours, and as heard from that section, she was very considerate to the students' needs. Everyone talked about how cool he is, but no one says the reality - how disorganized and less affectionate he could be.",3,A-,2023-12-26T05:36:19.817781Z
Maksym Morawski,CMSC320,He is trying his best to reach Kruskal level. Do NOT take him as your professor. Anyone else would be better. He just gets worse and worse each semester (based on what I’ve read). Not a very understanding professor.,1,C,2023-12-26T19:34:29.323514Z
Maksym Morawski,CMSC320,"My opinion:
He is not that bad as some of the 1-star reviews state, and also not as good as some of the 5-star reviews. He taught the class in a way that was different from what one would expect. The subjects taught in class are very simplified, so students are encouraged to do outside research on what you learn in class. The projects were really fun for me as for some of them we were free do implement them how we wanted to. On the other hand, the exams were quite difficult and required us to expand on what we have learned in class to a large extent.",3,B+,2023-12-28T15:07:39.386039Z
Maksym Morawski,CMSC250,"Don't get me wrong - he's a really nice and chill professor and takes his feedback into consideration. But, he is SO DISORGANIZED and that makes his lectures difficult to follow. He also seems unprepared coming during lecture and makes a handful of mistakes throughout. He came in once claiming how he had ""looked at these problems beforehand"" and ""knows how to solve them"" but as soon as he got stuck on one, he just skipped it with an ""ah whatever"" mentality. Also, his TAs (this semester) had a lot of attitude.....

Overall, it's not the end of the world if you get him as a professor, but just know that you'll have to put in a lot of effort.",3,A-,2023-12-28T16:07:51.791882Z
Maksym Morawski,CMSC320,"The class with Max is generally straightforward, especially the programming assignments; the homework on SQL and Pandas borders on trivial, and the later assignments simply require using some Python libraries and can be completed with the help of a wealth of online tutorials. A couple assignments involve writing a report, and while they can be graded rather subjectively, it's simple enough to manage a decent grade on them with a few hours work. Our final project was released quite late, and thus was reasonably easy and minimal in time required.

The exams are designed to be open ended and make you display true conceptual understanding, as opposed to simply regurgitating material from the slides; it's not clear how effective this model was, as the averages on the first midterm were very high but were below a C for the second. Regardless, all the exams are doable if you really think about what Max is asking you to answer (rather than assuming what he is asking based on how a normal CS exam might go).

Max is prone to going on tangents while lecturing, keeping track of his idiosyncrasies can be annoying when trying to submit work that meets his standards, and his slides are wholly unhelpful; in spite of all of that, if you follow along in class and spend a few hours studying for the exams you'll be fine. I ended up enjoying Max's teaching style as a whole, even if it could sometimes be strange or frustrating. Recommend.",4,A,2023-12-31T08:33:25.172195Z
Maksym Morawski,CMSC250,"Nice and supportive professor. Often asks for feedback and does listen to his students. This semester wasn't his best since this is his first time teaching and he had some health problems. But I believe he does have a lot of potential and will improve. Also, I would say he needs to do better at working with his TAs instead of letting them make the homeworks and discussion worksheets.",4,A,2024-01-04T02:25:12.917289Z
Maksym Morawski,CMSC250,"Max was an overall good professor. The start of the semester was incredibly rough as it was his first sem teaching the course and there was a lot of ambiguity as far as assignments went and what was expected of us in terms of proof structure and the detail to which we had to explain arguments. However, as the semester went on Max was very adamant about listening to feedback and implemented many of the suggestions we asked for, including extra credit and more detailed instructions for assignments. Overall he's a good professor who genuinely cares about his students and will listen to their suggestions.",4,A-,2024-01-19T17:26:26.572946Z
Maksym Morawski,CMSC320,"He is a quirky guy who has his funny moments but at the end of the day, is a terrible instructor and comes off as incredibly arrogant and annoying. Yes, his lectures are engaging, but for all the wrong reasons. He rambles on about his work and personal experiences but ends up teaching very little substance as a result. He takes pride in his slides for being minimal, which isn't a problem by itself. But when you combine minimal slides containing useless information and formatting and an instructor who rambles on about pointless topics the whole lecture, then it becomes a problem. 

Exams are not fair. He tells us that to do well on exams we need to have a deep level of understanding of the material and to think outside of the box, which again, isn't a problem by itself. But he never gives us practice material to achieve that, as the homeworks are super straightforward and generally unrelated in concepts to exams, and doesn't teach properly enough to expect that from us. This is evident from our exam 2 average, which was 69 percent. Comparing that to Fardina's class (the instructor he was co-teaching with), which was 86 percent, it becomes comically unfair. He also never curved because of that exam even though he said he would. He said he instead ""compensated"" by making the final a bit easier, which is funny because our final exam average was still low at 82 percent compared to Fardina's 96 percent. 

At least CMSC320 isn't too difficult conceptually, with much higher weightage on homework, and less on exams, allowing many students, including me, to barely manage to get a good grade. I just feel really bad for people who were stuck with him for CMSC250 and/or will be for CMSC351, because those are objectively two of the most conceptually difficult CS classes students will take, with high weightage on exams, and Max will do everything to make it even harder for you.",1,A,2024-01-20T07:20:29.712400Z
Maksym Morawski,CMSC106,"not a bad professor, very cool and chill but his teaching style was a mess. lectures were just slide shows and sometimes hard to follow all the information given to beginners without practice. listened to student feedback throughout the semester and was flexible with exam dates. exams weren't hard but definitely need to study for them if you don't feel mastered at the topics. not the worst class, but it was very messy and unorganized, the TAs definitely made the class better to follow.",3,A+,2024-01-23T16:54:36.895213Z
Maksym Morawski,CMSC320,no way bro grades subjectively,2,B,2024-02-06T21:20:26.210698Z
Maksym Morawski,CMSC351,"This is the first Professor and class where I felt exams weren't just based on memorizing information. The first exam taught me more in an hour than all of the other professor's notes all semester.

I really like these exams since they set us up to develop problem solving skills in the context of coding/jobs and it's definitely worth it if it costs us a couple points. The only issue I have with this is if the curve is based on both professor's classes, since one class had easier exams.

Apart from that Professor Morawski is very good at designing a course meant to actually teach you the concepts and the thought process rather than just regurgitating information that is hand-fed to you.",5,,2024-02-16T22:09:27.587787Z
Maksym Morawski,CMSC351,"Maksym is funny, but he is a mess of a professor. He's disorganized, chaotic, and EXTREMELY egotistical. Even if he messes up, don't expect an apology from him! I feel bad that everyone is comparing him to Justin but Justin's on a whole different league. Justin kids hit the lottery frfr.",1,,2024-02-19T23:21:47.300777Z
Maksym Morawski,CMSC320,I second what the person below me said,1,A-,2024-02-21T03:59:20.397520Z
Maksym Morawski,CMSC351,"literally a younger version of kruskal. funny and chill, but as the review below says, arrogant and annoying. also very messy and unreliable. bro yaps way too much and tbh i've been going to the TA's to learn the stuff.",1,,2024-02-23T23:39:59.905118Z
Maksym Morawski,CMSC250,"Max is goated, super down to Earth, very fun guy. He's a lot more human than most professors, and is much more likely to add curves and change class circumstances based off of feedback. He is also much more of a normal person than most professors, so while he might make some mistakes in lectures, he also teaches in a way that makes the content much easier to understand.",4,A+,2024-02-26T03:29:28.672121Z
Maksym Morawski,CMSC351,"Horrible teacher never take him. Bro tells us to attend different professors lectures, read their notes, and then study their practice materials but has the audacity to make his own exams when he's not capable of teaching the course. He should let the big boys like Justin handle the real work next time like making the exams.",1,A,2024-02-26T21:48:32.236771Z
Maksym Morawski,CMSC351,"He isn't the worst professor in the CS department, but he's close. He has told us multiple times in lectures to review other professors notes, slides, or practice problems because he isn't able to explain or define the topics clearly himself. His exams are made to be tricky and he puts leetcode style questions throughout, making the exam obnoxiously difficult for no good reason. He is a funny and good guy personally, but is very disorganized and hard to follow during lectures. I would advise taking another professor for 351 if possible.",1,C+,2024-03-13T16:47:29.388019Z
Maksym Morawski,CMSC351,"Max has many issues which keep him from being worth taking at all. His first issue is that he is basically a glorified substitute teacher for the better professor who is Justin Wyss-Gallifent. All Max does is rehash his notes in a worse and confusing manor. He also takes the homeworks directly from Justin, so you begin to wonder what he actually does. Then when the exams come around you find out this is the only reason he wants to teach. He likes to make his exams as difficult and unorthodox as possible. He will put questions that were not remotely covered in class as he teaches the material from Justin's notes word for word and then tests us on questions he personally likes. The other problem is he puts very little effort into it as he just generates the questions using LeetCode then lets his TA's attempt to convince him out of giving some of the terrible questions that are generated. My main issue is that there is no textbook or notes provided from Max to learn how to do these weirder questions that he asks on the exam. Maybe for example if he made his own homework instead of just giving us Justin's, then we would be better prepared for his exams. Due to this 'co-teaching', which is basically copy and paste from Justin, we are prepared for Justin's exams and not Max's exams in the slightest. I would strongly advise against taking him for any class.",1,,2024-03-14T17:25:33.327424Z
Maksym Morawski,CMSC351,"I'd give this guy 0 stars if I could. His exams are insanely hard for no reason. He expects you to memorize every little minute thing that would never be useful in real life and his lectures suck. At least for cmsc351, he is teaching exactly the same content as another professor (Justin)... just worse and his exams are considerably more difficult. In the past for other classes he's tried to raise the grade requirement for the letter grades (as in an A- would be a 91 instead of a 90 and a 90 would be a B, a B- would be an 88 minimum instead of 87, etc.) and the only reason he didn't was because his TAs all organized against him doing it. He made an exam that had like 20 potential questions and his questions were so bad that the TAs ruled out 15 of them for being overly confusing and impossible to understand. He literally advises all of his students to go to the other professor's lectures and ""jokes"" about how bad of a lecturer he is. He's god awful, I genuinely cannot understate it. This man has singlehandedly caused me an insane amount of stress this semester. DO NOT TAKE HIM.",1,,2024-03-29T03:59:37.927257Z
Maksym Morawski,CMSC351,All these poor reviews are from people who don't put in the effort this class requires. Max is a chill guy and his exams are more than fair. My only negatives would be that he messes up his notes pretty often and that he has a bit of an ego.,3,A,2024-04-08T21:40:26.536267Z
Maksym Morawski,CMSC351,"I didn't think 351 with Max was very difficult. I got an 84% on the second midterm despite doing ZERO studying ¯\_(ツ)_/¯ (median was 79%). Still, I didn't enjoy this class because of Max's poor lecturing.

Max evidently cares little about 351, and this is reflected in his shallow lectures. This class was co-taught with Justin, and while I never attended Justin's lectures, I got the feeling that Max's lectures were simply a watered down, superficial version of Justin's lectures. As a result, I mainly relied on self-studying from Justin's notes.

Max still earns 3 stars because he is far from being a terrible professor, although I'm unsure exactly how much of my success is due to the class being co-taught by Justin. Overall, I do recommend Max as a professor.

Spring 2024",3,A,2024-04-10T21:23:51.850856Z
Maksym Morawski,CMSC351,Amazing professor! The problem was me.,1,XF,2024-04-15T00:50:44.922220Z
Maksym Morawski,CMSC351,Puts a leetcode question on the end of an exam and expects us to know how to do a coding interview for a job instead of mastering the material learned in lecture and in homeworks. TERRIBLE LECTURER!,1,B,2024-04-17T05:31:50.924070Z
Maksym Morawski,CMSC351,"Doesn't show up for lectures multiple times, relies on 1 TA to do everything. Lectures are horrible and puts leetcode coding interview question on the very first exam. WTF dude.",1,,2024-04-17T05:33:38.667114Z
Maksym Morawski,CMSC351,"Constantly changes the exam structures and is very disorganized. Thank god Justin was co-teaching so he posted his notes and stuff which we could use. The 3 midterms we had so far have has 3 totally different structures. Only good thing is for the midterms he gave good hints about what was gonna be asked. 
For the second and third midterm he made his own study material which helped. Maybe he's getting better as the semester progresses, but my grades are already bad due to having a hard time on what to expect. Hopefully he can improve the course in the future.",2,C,2024-04-21T19:46:18.961032Z
Maksym Morawski,CMSC351,"Now if you have to take him, you'll live, but if you have any other options avoid like the plague. He's extremely disorganized, so much so that he doesn't even have a plan of what he's going to teach. Instead he goes to Justin's lectures, takes notes, and regurgitates them to us. He makes it very clear he doesn't know what he's doing. He has even admitted a few times that he didn't know how to solve some of our HW problems. His ego is extremely off-putting, he knows his exams are challenging and that we're not well prepared (both because of the lack of teaching and the lack of any type of practice materials in the format he's looking towards) but he laughs that we're frustrated with him. To put in perspective just how unpredictable his exams can be, he was going to DEDUCT points if we got a true or false question wrong because they're just ""free points"". I understand his teaching philosophy, rather than memorizing he wants us to understand things conceptually, but he doesn't have the skills to teach like that. I really wanted to like him, he can be funny at times, but most of the time he's just downright distracting and way too arrogant for his teaching style.",1,,2024-04-23T05:09:13.846392Z
Maksym Morawski,CMSC351,"Co-taught with Justin = copying off him and getting things wrong. Takes odd pride in hard exams, acts as if TAs have to hold him back. Take Justin at all costs",1,,2024-04-23T11:45:58.720758Z
